 2.60000E+0001   9.18288E-0006
 2.70000E+0001   6.66930E-0006
 2.80000E+0001   8.54950E-0006
 2.90000E+0001   7.98226E-0006
 3.00000E+0001   7.20519E-0006
 3.10000E+0001   8.94620E-0006
 3.20000E+0001   8.55801E-0006
 3.30000E+0001   9.12170E-0006
 3.40000E+0001   9.77636E-0006
 3.50000E+0001   9.50729E-0006
 3.60000E+0001   1.00545E-0005
 3.70000E+0001   9.86646E-0006
 3.80000E+0001   1.01244E-0005
 3.90000E+0001   1.06044E-0005
 4.00000E+0001   1.04645E-0005
 4.10000E+0001   1.07092E-0005
 4.20000E+0001   1.17991E-0005
 4.30000E+0001   1.20746E-0005
 4.40000E+0001   1.10448E-0005
 4.50000E+0001   1.10050E-0005
 4.60000E+0001   1.18197E-0005
 4.70000E+0001   1.28838E-0005
 4.80000E+0001   1.17285E-0005
 4.90000E+0001   1.40501E-0005
 5.00000E+0001   1.47266E-0005
 5.10000E+0001   1.36666E-0005
 5.20000E+0001   1.24043E-0005
 5.30000E+0001   1.26537E-0005
 5.40000E+0001   1.40806E-0005
 5.50000E+0001   1.29799E-0005
 5.60000E+0001   1.46113E-0005
 5.70000E+0001   1.55924E-0005
 5.80000E+0001   1.44371E-0005
 5.90000E+0001   1.39623E-0005
 6.00000E+0001   1.44075E-0005
 6.10000E+0001   1.50730E-0005
 6.20000E+0001   1.52998E-0005
 6.30000E+0001   1.54115E-0005
 6.40000E+0001   1.64519E-0005
 6.50000E+0001   1.70339E-0005
 6.60000E+0001   1.60764E-0005
 6.70000E+0001   1.62184E-0005
 6.80000E+0001   1.70251E-0005
 6.90000E+0001   1.64500E-0005
 7.00000E+0001   1.73076E-0005
 7.10000E+0001   1.84081E-0005
 7.20000E+0001   1.88400E-0005
 7.30000E+0001   1.88944E-0005
 7.40000E+0001   2.01381E-0005
 7.50000E+0001   2.12224E-0005
 7.60000E+0001   2.00605E-0005
 7.70000E+0001   1.87736E-0005
 7.80000E+0001   2.10933E-0005
 7.90000E+0001   2.01779E-0005
 8.00000E+0001   2.08545E-0005
 8.10000E+0001   2.25010E-0005
 8.20000E+0001   2.07524E-0005
 8.30000E+0001   2.24960E-0005
 8.40000E+0001   2.16958E-0005
 8.50000E+0001   2.26672E-0005
 8.60000E+0001   2.33849E-0005
 8.70000E+0001   2.34678E-0005
 8.80000E+0001   2.46177E-0005
 8.90000E+0001   2.48690E-0005
 9.00000E+0001   2.44939E-0005
 9.10000E+0001   2.43008E-0005
 9.20000E+0001   2.49623E-0005
 9.30000E+0001   2.56906E-0005
 9.40000E+0001   2.55883E-0005
 9.50000E+0001   2.51457E-0005
 9.60000E+0001   2.72430E-0005
 9.70000E+0001   2.65932E-0005
 9.80000E+0001   2.86295E-0005
 9.90000E+0001   3.04043E-0005
 1.00000E+0002   2.89093E-0005
 1.01000E+0002   2.88877E-0005
 1.02000E+0002   3.05662E-0005
 1.03000E+0002   3.14317E-0005
 1.04000E+0002   2.95221E-0005
 1.05000E+0002   3.16419E-0005
 1.06000E+0002   3.07930E-0005
 1.07000E+0002   3.28904E-0005
 1.08000E+0002   3.35221E-0005
 1.09000E+0002   3.28135E-0005
 1.10000E+0002   3.40089E-0005
 1.11000E+0002   3.37932E-0005
 1.12000E+0002   3.46687E-0005
 1.13000E+0002   3.52606E-0005
 1.14000E+0002   3.51855E-0005
 1.15000E+0002   3.48806E-0005
 1.16000E+0002   3.48371E-0005
 1.17000E+0002   3.61676E-0005
 1.18000E+0002   3.64222E-0005
 1.19000E+0002   3.70866E-0005
 1.20000E+0002   3.58893E-0005
 1.21000E+0002   3.71679E-0005
 1.22000E+0002   3.90483E-0005
 1.23000E+0002   3.85112E-0005
 1.24000E+0002   3.95660E-0005
 1.25000E+0002   3.84643E-0005
 1.26000E+0002   4.06504E-0005
 1.27000E+0002   4.01426E-0005
 1.28000E+0002   4.42430E-0005
 1.29000E+0002   4.27379E-0005
 1.30000E+0002   4.30939E-0005
 1.31000E+0002   4.25852E-0005
 1.32000E+0002   4.39175E-0005
 1.33000E+0002   4.48495E-0005
 1.34000E+0002   4.54325E-0005
 1.35000E+0002   4.53930E-0005
 1.36000E+0002   4.67076E-0005
 1.37000E+0002   4.72017E-0005
 1.38000E+0002   4.64443E-0005
 1.39000E+0002   4.75926E-0005
 1.40000E+0002   4.87897E-0005
 1.41000E+0002   4.97771E-0005
 1.42000E+0002   5.11542E-0005
 1.43000E+0002   5.05548E-0005
 1.44000E+0002   5.06514E-0005
 1.45000E+0002   5.24704E-0005
 1.46000E+0002   5.35071E-0005
 1.47000E+0002   5.45974E-0005
 1.48000E+0002   5.50991E-0005
 1.49000E+0002   5.57115E-0005
 1.50000E+0002   5.62200E-0005
 1.51000E+0002   5.56385E-0005
 1.52000E+0002   5.67378E-0005
 1.53000E+0002   5.79168E-0005
 1.54000E+0002   5.86120E-0005
 1.55000E+0002   5.83834E-0005
 1.56000E+0002   6.09695E-0005
 1.57000E+0002   6.21139E-0005
 1.58000E+0002   6.26566E-0005
 1.59000E+0002   6.25700E-0005
 1.60000E+0002   6.43184E-0005
 1.61000E+0002   6.55654E-0005
 1.62000E+0002   6.64033E-0005
 1.63000E+0002   6.69100E-0005
 1.64000E+0002   6.74229E-0005
 1.65000E+0002   6.83405E-0005
 1.66000E+0002   6.93931E-0005
 1.67000E+0002   7.08126E-0005
 1.68000E+0002   7.12866E-0005
 1.69000E+0002   7.16293E-0005
 1.70000E+0002   7.19372E-0005
 1.71000E+0002   7.38122E-0005
 1.72000E+0002   7.55355E-0005
 1.73000E+0002   7.71012E-0005
 1.74000E+0002   7.69519E-0005
 1.75000E+0002   7.70598E-0005
 1.76000E+0002   7.87832E-0005
 1.77000E+0002   7.87439E-0005
 1.78000E+0002   8.10417E-0005
 1.79000E+0002   8.11262E-0005
 1.80000E+0002   8.25940E-0005
 1.81000E+0002   8.44455E-0005
 1.82000E+0002   8.53676E-0005
 1.83000E+0002   8.46480E-0005
 1.84000E+0002   8.63453E-0005
 1.85000E+0002   8.76212E-0005
 1.86000E+0002   8.81753E-0005
 1.87000E+0002   9.03912E-0005
 1.88000E+0002   9.15232E-0005
 1.89000E+0002   9.30446E-0005
 1.90000E+0002   9.46152E-0005
 1.91000E+0002   9.53137E-0005
 1.92000E+0002   9.60906E-0005
 1.93000E+0002   9.75306E-0005
 1.94000E+0002   9.98988E-0005
 1.95000E+0002   1.00516E-0004
 1.96000E+0002   1.02203E-0004
 1.97000E+0002   1.02595E-0004
 1.98000E+0002   1.03233E-0004
 1.99000E+0002   1.04520E-0004
 2.00000E+0002   1.06857E-0004
 2.01000E+0002   1.08481E-0004
 2.02000E+0002   1.09053E-0004
 2.03000E+0002   1.11327E-0004
 2.04000E+0002   1.12474E-0004
 2.05000E+0002   1.14192E-0004
 2.06000E+0002   1.14845E-0004
 2.07000E+0002   1.16360E-0004
 2.08000E+0002   1.18181E-0004
 2.09000E+0002   1.19753E-0004
 2.10000E+0002   1.22145E-0004
 2.11000E+0002   1.22987E-0004
 2.12000E+0002   1.24908E-0004
 2.13000E+0002   1.27655E-0004
 2.14000E+0002   1.27664E-0004
 2.15000E+0002   1.28189E-0004
 2.16000E+0002   1.31596E-0004
 2.17000E+0002   1.33599E-0004
 2.18000E+0002   1.34809E-0004
 2.19000E+0002   1.37270E-0004
 2.20000E+0002   1.38613E-0004
 2.21000E+0002   1.40285E-0004
 2.22000E+0002   1.41287E-0004
 2.23000E+0002   1.42652E-0004
 2.24000E+0002   1.45020E-0004
 2.25000E+0002   1.47365E-0004
